account,caption,datetime,day,followers,following,hashtags,isvideo,link,mentions,no_posts,target_lv,timeofday
tiffpenguin,found the best spot to hang with @asenseofhuber ?,2017-09-02T16:14:05.000Z,Saturday,312000,283,0,False,https://www.instagram.com/p/BYi4GZnHJBE/?taken-by=tiffpenguin,1,944,9119,evening
tiffpenguin,"early morning camp vibes with @chacofootwear ?? | my first time camping was just a few years ago, but i've never felt more at home when i'm outside. sometimes you just need to get out of your comfort zone to find out what you've been missing. you might be surprised by what you find #chaconation #sponsored",2017-09-02T03:48:39.000Z,Saturday,312000,283,2,False,https://www.instagram.com/p/BYhiynpH6GC/?taken-by=tiffpenguin,1,944,7520,night
tiffpenguin,the places that inspire me never seem to get old ?? | shot on @frontrow #myfrontrow #ad,2017-09-01T03:48:38.000Z,Friday,312000,283,2,False,https://www.instagram.com/p/BYe9_qRHy2r/?taken-by=tiffpenguin,1,944,9870,night
tiffpenguin,soaring high above some of the bluest water i've ever seen ??,2017-08-30T16:47:11.000Z,Wednesday,312000,283,0,False,https://www.instagram.com/p/BYbNgIUHP02/?taken-by=tiffpenguin,0,944,5915,evening
tiffpenguin,there's a splash of color around every corner in tokyo ?,2017-08-29T03:43:29.000Z,Tuesday,312000,283,0,False,https://www.instagram.com/p/BYXPBR2H0qs/?taken-by=tiffpenguin,0,944,11748,night
thefashionguitar,EXTREME mood lifter ?? @oscardelarenta just wow! #NYFW #Thefashionguitar #CharlotteGroeneveld #oscardelarenta #fashionweek,2017-09-11T22:47:12.000Z,Monday,308000,653,5,False,https://www.instagram.com/p/BY6wPeFB8wA/?taken-by=thefashionguitar,1,6560,511,night
thefashionguitar,Kept it simple yesterday ? Ph by @backstreetbyindia #Thefashionguitar #CharlotteGroeneveld #NYFW #WeAreFRAME #fashionweek,2017-09-11T14:59:07.000Z,Monday,308000,653,5,False,https://www.instagram.com/p/BY56rMHhuWL/?taken-by=thefashionguitar,1,6560,1686,midday
thefashionguitar,Could not have picked a better pink ? @mansurgavriel #NYFW #Thefashionguitar #CharlotteGroeneveld #fashionweek,2017-09-10T18:02:10.000Z,Sunday,308000,653,4,True,https://www.instagram.com/p/BY3q1BNBjsO/?taken-by=thefashionguitar,1,6560,7538,evening
thefashionguitar,Always a good time for purple ? #NinaRicci #Celine #FrameDenim #Thefashionguitar #CharlotteGroeneveld #NYFW #fashionweek,2017-09-10T17:12:22.000Z,Sunday,308000,653,7,False,https://www.instagram.com/p/BY3lIKwhqGF/?taken-by=thefashionguitar,0,6560,2372,evening
thefashionguitar,??? after @tibi Ph by @jeffthibodeauco #Thefashionguitar #CharlotteGroeneveld #tibiss18 #JWAnderson #NYFW #fashionweek,2017-09-10T13:01:59.000Z,Sunday,308000,653,6,False,https://www.instagram.com/p/BY3IeUoBLuI/?taken-by=thefashionguitar,2,6560,3414,midday
thefashionguitar,Rocket man @chanelofficial ? Ph by @jeffthibodeauco #CharlotteGroeneveld #Thefashionguitar #Chanel #ChanelFallWinter #NYFW #fashionweek,2017-09-10T04:18:10.000Z,Sunday,308000,653,6,False,https://www.instagram.com/p/BY2Mhx8B5Mo/?taken-by=thefashionguitar,2,6560,3454,night
thefashionguitar,@tibi over the rainbow ?????? #tibiss18 #Thefashionguitar #CharlotteGroeneveld #Tibi,2017-09-09T19:27:10.000Z,Saturday,308000,653,4,True,https://www.instagram.com/p/BY1Pwl8hJ8Z/?taken-by=thefashionguitar,1,6560,17769,night
thefashionguitar,Man and his muses ?? @adamlippes rocking our wardrobes with yet another beautiful collection #NYFW #AdamLippes #fashionweek #Thefashionguitar,2017-09-09T16:12:29.000Z,Saturday,308000,653,4,False,https://www.instagram.com/p/BY05ewKhc1z/?taken-by=thefashionguitar,1,6560,1399,evening
thefashionguitar,#NYFW in full colour this season ? Ph by @backstreetbyindia #Thefashionguitar #CharlotteGroeneveld #Valentino #NinaRicci #fashionweek #streetstyle,2017-09-09T12:36:25.000Z,Saturday,308000,653,7,False,https://www.instagram.com/p/BY0gwNOBA0L/?taken-by=thefashionguitar,1,6560,2035,midday
thefashionguitar,??? after @toryburch wearing @maisonvalentino Ph by @jeffthibodeauco #Thefashionguitar #CharlotteGroeneveld #Valentino #ToryBurch #DiorSaddlebag #NYFW #streetstyle #fashionweek,2017-09-09T03:58:38.000Z,Saturday,308000,653,8,False,https://www.instagram.com/p/BYzlf0Fh-U5/?taken-by=thefashionguitar,3,6560,4992,night
thefashionguitar,Light is everything ? Ph by @cris.fragkou #CharlotteGroeneveld #Thefashionguitar #NYFW #fashionweek #UllaJohnson #streetstyle,2017-09-08T21:04:33.000Z,Friday,308000,653,6,False,https://www.instagram.com/p/BYy2HA5hOlJ/?taken-by=thefashionguitar,1,6560,2483,night
thefashionguitar,Making my way out after the @brockcollection show yesterday ?? Ph.m by @backstreetbyindia #NYFW #streetstyle #Thefashionguitar #CharlotteGroeneveld #Tibi,2017-09-08T16:21:42.000Z,Friday,308000,653,5,False,https://www.instagram.com/p/BYyVvZVBE_P/?taken-by=thefashionguitar,2,6560,1945,evening
ryanleslie,Kings.,2017-09-10T00:53:06.000Z,Sunday,300000,349,0,False,https://www.instagram.com/p/BY11D5kBdXx/?taken-by=ryanleslie,0,621,9535,night
ryanleslie,Stories.,2017-09-04T04:04:44.000Z,Monday,300000,349,0,False,https://www.instagram.com/p/BYmuON8h81a/?taken-by=ryanleslie,0,621,5326,night
ryanleslie,Tuesday. Link in bio.,2017-07-20T08:28:32.000Z,Thursday,300000,349,0,True,https://www.instagram.com/p/BWwv2AChGzN/?taken-by=ryanleslie,0,621,22309,morning
ryanleslie,Velocity.,2017-07-18T13:53:20.000Z,Tuesday,300000,349,0,False,https://www.instagram.com/p/BWsLbKChQJc/?taken-by=ryanleslie,0,621,8317,midday
ryanleslie,thalitrj64@bragadany She loves you @ Not @nickjonas She does not love him as she loves you. I Hate Nick Jonas,2017-07-03T01:28:42.000Z,Monday,300000,349,0,False,https://www.instagram.com/p/BWEOSLih8wC/?taken-by=ryanleslie,3,621,4159,night
ryanleslie,Legacy.,2017-06-14T22:41:57.000Z,Wednesday,300000,349,0,False,https://www.instagram.com/p/BVVk5OIhl2T/?taken-by=ryanleslie,0,621,8381,night
ryanleslie,SummerJam '11.,2017-06-12T01:18:56.000Z,Monday,300000,349,0,False,https://www.instagram.com/p/BVOIeSkh8Kx/?taken-by=ryanleslie,0,621,3952,night
ryanleslie,Closing.,2017-05-30T00:59:08.000Z,Tuesday,300000,349,0,False,https://www.instagram.com/p/BUsn396hNaM/?taken-by=ryanleslie,0,621,6173,night
ryanleslie,Iconography.,2017-05-26T23:31:58.000Z,Friday,300000,349,0,False,https://www.instagram.com/p/BUkvg0FBq5r/?taken-by=ryanleslie,0,621,5047,night
ryanleslie,Love.,2017-05-14T15:57:27.000Z,Sunday,300000,349,0,False,https://www.instagram.com/p/BUFB9V6BYVc/?taken-by=ryanleslie,0,621,5357,midday
ryanleslie,Waiting.,2017-05-08T01:14:07.000Z,Monday,300000,349,0,False,https://www.instagram.com/p/BT0AGdjB7em/?taken-by=ryanleslie,0,621,10077,night
ryanleslie,Bay.,2017-04-04T13:57:12.000Z,Tuesday,300000,349,0,False,https://www.instagram.com/p/BSd0ZnohNWB/?taken-by=ryanleslie,0,621,8845,midday
seacannon,"Getting weird with some golden hour reflections.
PC: @thurstonphoto",2017-09-10T18:26:13.000Z,Sunday,290000,842,0,True,https://www.instagram.com/p/BY3tlGCgG2v/?taken-by=seacannon,1,1008,1891,evening
seacannon,"Anyone getting away this weekend? Have fun, stay safe, snap some photos.

PC: @gavman18",2017-09-09T19:14:12.000Z,Saturday,290000,842,0,True,https://www.instagram.com/p/BY1ORntA0xm/?taken-by=seacannon,1,1008,3740,night
seacannon,"If anyone wants to send my fam someplace like this, we will give you SO many shoutouts.

PC @morganmaassen.

#hopefullyafuturead #? #? #?",2017-09-08T03:59:39.000Z,Friday,290000,842,4,True,https://www.instagram.com/p/BYxA0aegGz-/?taken-by=seacannon,1,1008,3307,night
seacannon,"Adventure awaits.

PC: @chrisburkard",2017-09-06T23:22:26.000Z,Wednesday,290000,842,0,True,https://www.instagram.com/p/BYt8TLfg_ZU/?taken-by=seacannon,1,1008,4084,night
seacannon,"Hope everyone is maxin and relaxin on this #LaborDay.

PC: @nolanomura",2017-09-04T18:49:14.000Z,Monday,290000,842,1,True,https://www.instagram.com/p/BYoTcYhgaVO/?taken-by=seacannon,1,1008,6926,evening
seacannon,"""Life is either a daring adventure or nothing at all."" -Helen Keller.

PC: @jackson.groves.
#WHPgreatoutdoors",2017-09-03T22:43:16.000Z,Sunday,290000,842,1,True,https://www.instagram.com/p/BYmJbu4g9Id/?taken-by=seacannon,1,1008,3050,night
seacannon,"I will never not be in awe of ?'s photographed from this perspective. @benthouard for the win with this gem.

#WHPgreatoutdoors",2017-09-02T01:43:56.000Z,Saturday,290000,842,1,True,https://www.instagram.com/p/BYhUhKAAFLG/?taken-by=seacannon,1,1008,2222,night
seacannon,"Getting that golden hour with a killer shot from @maliworkman.

#collabX",2017-09-01T00:24:07.000Z,Friday,290000,842,1,True,https://www.instagram.com/p/BYemlt4gTbd/?taken-by=seacannon,1,1008,2490,night
seacannon,"The man, the myth, the legend: @dirka , making it rain crazy awesome photos like he always does.
#collabX",2017-08-31T01:13:49.000Z,Thursday,290000,842,1,True,https://www.instagram.com/p/BYcHe1xAZL5/?taken-by=seacannon,1,1008,2606,night
seacannon,"Been loving these new living still type pieces and so I decided to reach out to some of my favorite photographers and see if they'd be down to let me edit some of their work. The photo above comes from the amazing Aussie @ryanpernofski.

If you'd like to collaborate with me then shoot me a DM.

#collabX #plotagraph",2017-08-29T22:47:36.000Z,Tuesday,290000,842,2,True,https://www.instagram.com/p/BYZR9AJgIjc/?taken-by=seacannon,1,1008,3597,night
seacannon,"I love the ocean.

#dji #fromwhereidrone #plotagraph",2017-08-24T21:06:31.000Z,Thursday,290000,842,3,True,https://www.instagram.com/p/BYMOaTqARid/?taken-by=seacannon,0,1008,4435,night
seacannon,"Getting that eclipse shot.

#?? #solareclipse2017 #plotagraph #LumeEclipse",2017-08-21T18:08:33.000Z,Monday,290000,842,4,True,https://www.instagram.com/p/BYELqQQg1-r/?taken-by=seacannon,0,1008,4665,evening
popeyethefoodie,"Can we please restart the weekend? It was so delicious.
# .
?: @petsmart",2017-09-11T05:46:43.000Z,Monday,285000,275,1,False,https://www.instagram.com/p/BY47dORHYVC/?taken-by=popeyethefoodie,1,765,16627,morning
popeyethefoodie,"Went a lil crazy at the churro bar - strawberry shortcake, roca almond (new!), cookie butter crunch, and matcha almond brittle churros sundaes (new!). .
@ridgeschurrobar is celebrating the grand opening of their second truck with new limited edition flavors tomorrow, Sunday, September 10th.

Time: 12pm-8pm
Location: Boomtown Brewery (@boomtownbrewery)- 700 Jackson St, Los Angeles, CA 90012
both the first truck and new truck will be parked
truck #1 - OG flavors
truck #2 - new limited edition flavors .

GIVEAWAY FOR THE FIRST 100 CUSTOMERS!! .
?: @themaxbone .
# #ridgeschurrobar",2017-09-10T01:24:19.000Z,Sunday,285000,275,4,False,https://www.instagram.com/p/BY14oeKHLwV/?taken-by=popeyethefoodie,3,765,17616,night
popeyethefoodie,"Smiles for sushi...
.
@kazunorisushi in DTLA. .
#kazunori # #petfriendlydining",2017-09-08T21:48:39.000Z,Friday,285000,275,3,False,https://www.instagram.com/p/BYy7KCsnrtH/?taken-by=popeyethefoodie,1,765,17902,night
popeyethefoodie,"Keeping cool ? with ice cream from @carmelaicecream in Pasadena.
.
#carmelaicecream # #petfriendlydining",2017-09-07T01:07:36.000Z,Thursday,285000,275,3,False,https://www.instagram.com/p/BYuIVavnK20/?taken-by=popeyethefoodie,1,765,19555,night
popeyethefoodie,"Because it's #nationalcheesepizzaday and this repost is very appropriate.
.
?@midici in Sherman Oaks.
? On Top of My Pizza - the Countdown Kids
?- @amazon brand @fitwarm_pet_apparel (he sure loves this shirt)
.
# #petfriendlydining",2017-09-05T18:16:22.000Z,Tuesday,285000,275,3,True,https://www.instagram.com/p/BYq0emMnFoc/?taken-by=popeyethefoodie,3,765,35758,evening
popeyethefoodie,"""Who you calling a bobblehead?"".
.
And where did the weekend go? Happy Labor Day! .
# #bobblehead",2017-09-04T16:04:41.000Z,Monday,285000,275,2,False,https://www.instagram.com/p/BYoAnTEH87v/?taken-by=popeyethefoodie,0,765,22434,evening
popeyethefoodie,"This isn't how it looked in the movie...
.
?: @fitwarm_pet_apparel from @amazon
# #popeyeeats
#noladyandthetramp",2017-09-03T16:50:12.000Z,Sunday,285000,275,3,True,https://www.instagram.com/p/BYlhBsfHEck/?taken-by=popeyethefoodie,2,765,76199,evening
popeyethefoodie,"Hung out at @theloopchurros, had the mermaid churros and magical lemonade ? and cracked jokes with @pablothepoo. ??Swipe ??.
.
#theloopchurros #stayintheloop # #petfriendlydining",2017-09-03T00:48:15.000Z,Sunday,285000,275,4,False,https://www.instagram.com/p/BYjy8OvHVUa/?taken-by=popeyethefoodie,2,765,14968,night
popeyethefoodie,"It's pronounced ""fuh""
.
and with crispy egg rolls, we have a perfect Vietnamese comfort meal.
. GIVEAWAY!!!
We're teaming up with @mamatieuspho in Garden Grove to give away 2 $35 gift cards to try this meal!
To enter:
1: Follow @mamatieuspho
2: Tag a friend by Saturday midnight - unlimited entries, but limit one prize per winner.
We will randomly select the winners shortly after!
Good luck! .
# #mamatieus .
*please note, there is currently no outdoor seating. Way too hot anyway.
GIVEAWAY WINNERS!! @jammeilyhess
@brandyflavor - congrats and thanks to all for participating!",2017-09-01T17:58:35.000Z,Friday,285000,275,2,False,https://www.instagram.com/p/BYgfQ3hnZ0Z/?taken-by=popeyethefoodie,4,765,16847,evening
popeyethefoodie,"This Venezuelan breakfast hits all the food groups! ? .

Through all of today, Thursday, @amarachocolate in Pasadena will take $2 per latte and $5 per arepa sandwich sold and donating it to the Red Cross for Hurricane Houston victims. Please throw them some support. .
?: @petsmart @edbyellen .
# #petfriendlydining #amarachocolate",2017-08-31T16:23:19.000Z,Thursday,285000,275,3,False,https://www.instagram.com/p/BYdvkQknaPO/?taken-by=popeyethefoodie,3,765,19281,evening
popeyethefoodie,"Tonight's date night includes dinner and a movie, “Pup Star: Better 2Gether,” now available on iTunes! Before we get to the movie, Popeye wants to share some important date tips. You may want to pay attention as this lil guy has his way with the ladies. ?

@pupstarmovie  #pupstarmovie #datetips #",2017-08-30T15:53:47.000Z,Wednesday,285000,275,3,True,https://www.instagram.com/p/BYbHY-VnYt4/?taken-by=popeyethefoodie,1,765,28029,midday
popeyethefoodie,"We like to keep our IG light and fun, but have been so heart broken by the images from Hurricane Harvey. Seeing the helpless animals left behind particularly hurts. Thank you, @munchkintheteddybear for making us aware of @austinpetsalive and all they're doing for these animals. If you are able, please support them or other orgs to help get these animals to safety. Link in our profile to donate.
#shotoniphone #",2017-08-29T20:41:54.000Z,Tuesday,285000,275,2,False,https://www.instagram.com/p/BYZDkbeniQP/?taken-by=popeyethefoodie,2,765,23334,night
tiablanco,You're so frigggen cute with your guacamole eyes and all ?,2017-09-07T00:41:07.000Z,Thursday,284000,724,0,False,https://www.instagram.com/p/BYuFTe2j099/?taken-by=tiablanco,0,1460,8876,night
tiablanco,"When we focus on gratitude, the tide of disappointment goes out and the tide of love rushes in...???",2017-09-06T22:18:47.000Z,Wednesday,284000,724,0,False,https://www.instagram.com/p/BYt1A9Ajsm6/?taken-by=tiablanco,0,1460,9800,night
tiablanco,Small wave wiggles ??? @sector9 @muzikconnect @raen @stickybumpswax @future @livevegansmart @beyondmeat /// @chrisgrantphoto,2017-09-06T17:34:19.000Z,Wednesday,284000,724,0,False,https://www.instagram.com/p/BYtUdhfjDPI/?taken-by=tiablanco,8,1460,13557,evening
tiablanco,Back to California soil ???? @missbish x @cam.raw,2017-09-04T22:07:19.000Z,Monday,284000,724,0,False,https://www.instagram.com/p/BYoqHS7jzyt/?taken-by=tiablanco,2,1460,11352,night
tiablanco,You know u got it good when every direction you look in is absolutely breathtaking!!! ?,2017-09-03T18:11:51.000Z,Sunday,284000,724,0,False,https://www.instagram.com/p/BYlqXuUj4uD/?taken-by=tiablanco,0,1460,10058,evening
tiablanco,"? Thank u for your beauty and waves Europe! Even though I am disappointed with my contest results here, I still feel very blessed to have the opportunity to travel & surf around the world. All failures are opportunities to learn?",2017-09-03T15:13:31.000Z,Sunday,284000,724,0,False,https://www.instagram.com/p/BYlV9kMDtR5/?taken-by=tiablanco,0,1460,8269,midday
tiablanco,"Soaking in my last day in Galicia, Spain. It is so peaceful here ??",2017-09-02T18:55:51.000Z,Saturday,284000,724,0,True,https://www.instagram.com/p/BYjKnH5jodl/?taken-by=tiablanco,0,1460,57269,evening
tiablanco,Exploring new locations and waves today in Spain. ? ?????,2017-08-30T21:24:36.000Z,Wednesday,284000,724,0,False,https://www.instagram.com/p/BYbtQDGjFy2/?taken-by=tiablanco,0,1460,11210,night
tiablanco,Made it to one of my favorite locations! Always in awe of the beauty here in Spain ??,2017-08-29T16:04:39.000Z,Tuesday,284000,724,0,False,https://www.instagram.com/p/BYYj1yTj4jO/?taken-by=tiablanco,0,1460,11341,evening
tiablanco,"#uniqlojeans Comfortable & Stylish! ??@uniqlo #ezyjeans #uniqlo
#??????????
#?????????
#???? style by @vivdawg",2017-08-27T07:54:31.000Z,Sunday,284000,724,6,False,https://www.instagram.com/p/BYSiKIQj37v/?taken-by=tiablanco,2,1460,6190,morning
tiablanco,Bonjour Anglet ??? thanks for the photo @jmalexia,2017-08-23T20:57:46.000Z,Wednesday,284000,724,0,False,https://www.instagram.com/p/BYJonZojO3J/?taken-by=tiablanco,1,1460,6572,night
tiablanco,Smooth rollin ? @sector9 #goodvibesroll photo @sk8withbudro,2017-08-23T14:45:32.000Z,Wednesday,284000,724,1,False,https://www.instagram.com/p/BYI-A_lD55q/?taken-by=tiablanco,2,1460,10875,midday
erubes1,A magical night in Petra where I felt like I could've been standing in another century. One of the 7 Modern Wonders of the World and a place that needs to be seen with your own eyes in @visitjordan.,2017-09-11T20:57:48.000Z,Monday,283000,246,0,False,https://www.instagram.com/p/BY6juOEHcAY/?taken-by=erubes1,1,2444,8222,night
erubes1,"Enjoying a moment of peace at the Dead Sea and trying to not float off into the sunset at the lowest place on Earth.
Gonna be a fun week running around @visitjordan with @aaronbhall and @robstrok ?",2017-09-10T19:27:08.000Z,Sunday,283000,246,0,False,https://www.instagram.com/p/BY30jVwH3gf/?taken-by=erubes1,3,2444,22522,night
erubes1,"I'd be 100% happy in a blue and green world.
Thoughts and prayers to everyone affected by this horrible storm ??",2017-09-09T06:11:19.000Z,Saturday,283000,246,0,False,https://www.instagram.com/p/BYz0rnWHFhd/?taken-by=erubes1,0,2444,18715,morning
erubes1,Hopping on a plane to Jordan tomorrow with @robstrok and @aaronbhall . Super excited to re-visit one of my favorite places in the world and eat hummus at every meal ?,2017-09-07T04:41:27.000Z,Thursday,283000,246,0,False,https://www.instagram.com/p/BYugzvQAX7_/?taken-by=erubes1,2,2444,17652,night
erubes1,"With so much to see in Oregon it's hard to pick each days adventure. Checking out the falls was a must and @robstrok and I were more than happy when @ryan.cline wanted to jump in. Check out the full video from our eclipse road trip! (Link in bio)
?: @theiaofficialxo: Roam",2017-09-05T16:24:09.000Z,Tuesday,283000,246,0,True,https://www.instagram.com/p/BYqnowKgcIs/?taken-by=erubes1,3,2444,23591,evening
erubes1,Cruising the curvy Hawaiian coastlines with @robstrok,2017-09-04T21:18:56.000Z,Monday,283000,246,0,False,https://www.instagram.com/p/BYokk69n44u/?taken-by=erubes1,1,2444,22913,night
erubes1,Little islands in the mountains ?,2017-09-03T17:27:04.000Z,Sunday,283000,246,0,False,https://www.instagram.com/p/BYllPywngBm/?taken-by=erubes1,0,2444,14904,evening
erubes1,"Some highlights from a road trip I took with @robstrok and @ryan.cline chasing totality into Oregon. We got to experience some awesome spots throughout California and Oregon, full video in bio!
?: @theiaofficialxo- Roam",2017-09-02T15:32:03.000Z,Saturday,283000,246,0,True,https://www.instagram.com/p/BYizShHnJD5/?taken-by=erubes1,3,2444,23477,midday
erubes1,"Number 1 pic in my fantasy national park draft.
Edited with my Tahoe Blue filter! (Link in bio)",2017-09-01T04:06:23.000Z,Friday,283000,246,0,False,https://www.instagram.com/p/BYfABnbn5zs/?taken-by=erubes1,0,2444,26992,night
erubes1,"Drifting into the desert. Edited this with my ""Spark"" filter. Link in bio if you wanna check the rest out ?",2017-08-30T18:09:32.000Z,Wednesday,283000,246,0,False,https://www.instagram.com/p/BYbW7WMn9s2/?taken-by=erubes1,0,2444,13866,evening
erubes1,A lone surfer ready to take on the mighty sea ??,2017-08-29T04:16:26.000Z,Tuesday,283000,246,0,False,https://www.instagram.com/p/BYXSyqsHshB/?taken-by=erubes1,0,2444,15704,night
erubes1,A midnight hot springs session under the stars. Summer camping at its finest ??,2017-08-28T03:50:03.000Z,Monday,283000,246,0,False,https://www.instagram.com/p/BYUq-hxnb00/?taken-by=erubes1,0,2444,12022,night
noel.alva,"Meet me where the land kisses the sea. ?? Model: @alyssaya @sweatybetty #SBPower .
• .
?Nuages - Lost
Edited with my B R E A T H E preset. Link in bio. ?",2017-09-07T15:20:54.000Z,Thursday,281000,115,1,False,https://www.instagram.com/p/BYvp_PShqqN/?taken-by=noel.alva,2,113,13618,midday
noel.alva,"A Helping Harvey Hand, my friends at @sackclothxashes are donating FIVE blankets for every purchase to those affected by Hurricane Harvey. Let's restore some unity and warmth back to this world. ??
•
Model: @kendrahardy
.
?Of Monsters & Men - Love Love Love
Edited with my B R E A T H E preset. Link in bio. ?",2017-09-02T15:39:26.000Z,Saturday,281000,115,0,False,https://www.instagram.com/p/BYi0IkOBqBP/?taken-by=noel.alva,2,113,16768,midday
noel.alva,"Be the love & light during the dark times. ?????? Model: @stephjianni
This planet needs healing. For both creatures (humans/animals) & landscapes. Be that love & light for yourself & others. ????
•
. ?Louis The Child - Love Is Alive
Edited with my B R E A T H E preset. Link in bio. ?",2017-09-01T15:23:32.000Z,Friday,281000,115,0,False,https://www.instagram.com/p/BYgNhQ5hiWP/?taken-by=noel.alva,1,113,18803,midday
noel.alva,"I'd follow you through the deepest depths. ?? Model: @kendrahardy
Turtles are my spirit animal, because wherever I go, I am home. What's yours?
.
• ?The Chainsmokers - Just My Type
Edited with my B R E A T H E preset. Link in bio. ?",2017-08-27T15:39:30.000Z,Sunday,281000,115,0,False,https://www.instagram.com/p/BYTXXykhOvu/?taken-by=noel.alva,1,113,18368,midday
noel.alva,"Life happens on the other side of fear. Remember that. ?? Model: @plantifulsoul Going back to Kauai to spend time with the earth goddesses @chelseakauai & @plantifulsoul Sept 10th - 21st. My trip a week and a half ago to Kauai was not enough time to appreciate all it's majestic beauty. ??
• .
?Broods - Taking You There
Edited with my C R Y S T A L preset. Link in bio. ?",2017-08-25T15:40:56.000Z,Friday,281000,115,0,False,https://www.instagram.com/p/BYON8iOhlCy/?taken-by=noel.alva,3,113,22729,midday
noel.alva,"Let's fly to the moon. ??? Model: @jnasa @flyjacksonhole
• ?Autograf - You Might Be
Edited with my C R Y S T A L preset. Link in bio. ?",2017-08-23T15:35:15.000Z,Wednesday,281000,115,0,False,https://www.instagram.com/p/BYJDtLYByol/?taken-by=noel.alva,2,113,14873,midday
noel.alva,"Meet me somewhere between dreams & reality. ?? Model: @plantifulsoul
• ?Múm - Green Grass of Tunnel
Edited with my new C R Y S T A L preset. Link in bio! ?",2017-08-19T15:38:45.000Z,Saturday,281000,115,0,False,https://www.instagram.com/p/BX-w7R1hiqs/?taken-by=noel.alva,1,113,17550,midday
noel.alva,"I've dreamt of you before. ???? Model: @plantifulsoul
• .
?BANKS - Goddess
Edited with my custom presets. Link in bio. ?",2017-08-16T15:35:19.000Z,Wednesday,281000,115,0,False,https://www.instagram.com/p/BX3CJfrBiTQ/?taken-by=noel.alva,1,113,20694,midday
noel.alva,"Water your dreams and watch them grow. ?? Model: @kendrahardy
• .
?Louis The Child - Love Is Alive
Edited with my custom presets. Link in bio. ?",2017-08-12T15:36:22.000Z,Saturday,281000,115,0,False,https://www.instagram.com/p/BXsvFuvhwr9/?taken-by=noel.alva,1,113,20109,midday
noel.alva,"These storms will pass and the sunshine will come. ???? Model: @debiflue (@keeevsch not pictured)
• .
?Broods - Taking You There
Edited with my custom presets. Link in bio. ?",2017-08-09T15:35:25.000Z,Wednesday,281000,115,0,False,https://www.instagram.com/p/BXlAmKMBma6/?taken-by=noel.alva,2,113,18596,midday
noel.alva,"From such great heights. ??? Model: @carekettu @bucketlisters @chetours @chicagobucketlist
• .
?Anna of the North - Sway (Chainsmokers Remix)
Edited with my custom presets. Link in bio. ?",2017-08-05T15:39:47.000Z,Saturday,281000,115,0,False,https://www.instagram.com/p/BXat6o5BbHY/?taken-by=noel.alva,4,113,24610,midday
noel.alva,"We can ride through any storm. ???????? Models: @jess.wandering @chelseakauai
•
?Of Monsters & Men - Black Water
Edited with my custom presets. Link in bio. ????",2017-07-30T15:35:13.000Z,Sunday,281000,115,0,False,https://www.instagram.com/p/BXLQn-khix0/?taken-by=noel.alva,2,113,17366,midday
eatingnyc,"Never Forget ??. I was in 5th grade on 9/11/2001. I remember sitting in first period when a teacher came into our classroom to share the news. Shortly after, everyone was called to the gymnasium for an early dismissal. It was chaotic. We were told an airplane crashed into the WTC. It was difficult to understand what that meant until I came home and turned on the TV. I remember hearing people's stories and crying. I also remember the imminent fear, ""what's going to happen next,"" I asked myself, but was too scared to ask aloud. Above all, I remember how our city came together. I felt so proud to be an American. Today, I hope we can all take a second to put our differences aside and remember that we must unite for our country. ?: @thousand.visions #NYCStrong #America",2017-09-11T14:19:06.000Z,Monday,281000,452,2,False,https://www.instagram.com/p/BY52F_pF7vC/?taken-by=eatingnyc,1,2685,6776,midday
eatingnyc,ON THE BLOG: High-end fast casual spots we're really digging. Link in bio. #EATINGNYC,2017-09-11T01:31:29.000Z,Monday,281000,452,1,False,https://www.instagram.com/p/BY4eP62l6rb/?taken-by=eatingnyc,0,2685,3142,night
eatingnyc,Happiness is ???#EATINGNYC,2017-09-10T17:23:13.000Z,Sunday,281000,452,1,False,https://www.instagram.com/p/BY3mXppFkP-/?taken-by=eatingnyc,0,2685,1725,evening
eatingnyc,Aren't we char-cute-rie? ??,2017-09-09T22:41:29.000Z,Saturday,281000,452,0,False,https://www.instagram.com/p/BY1l_1GFS3q/?taken-by=eatingnyc,0,2685,1282,night
eatingnyc,What every Saturday morning should look like. #EATINGNYC,2017-09-09T14:38:01.000Z,Saturday,281000,452,1,False,https://www.instagram.com/p/BY0uq2hFWPn/?taken-by=eatingnyc,0,2685,2647,midday
eatingnyc,Buffalo fried chicken in a waffle cone ???? #EATINGNYC,2017-09-08T20:01:25.000Z,Friday,281000,452,1,False,https://www.instagram.com/p/BYyu4pEFFKB/?taken-by=eatingnyc,0,2685,2622,night
eatingnyc,"Very happy about the @cookiedonyc X @meatballers sundae collab made with Mexican Chocolate d?, caramel sauce, whipped cream and toasted almonds ????. #EATINGNYC",2017-09-07T21:57:46.000Z,Thursday,281000,452,1,False,https://www.instagram.com/p/BYwXZ8Nl9L9/?taken-by=eatingnyc,2,2685,2929,night
eatingnyc,"Getting juiced up ????? @pressedjuicery because any 6 juices, blends or freeze (in stores) are just $29.50 through 9/11 ?#EATINGNYC",2017-09-07T15:50:00.000Z,Thursday,281000,452,1,False,https://www.instagram.com/p/BYvtUTrFEJh/?taken-by=eatingnyc,1,2685,1009,midday
eatingnyc,Best part of the holidays? ALL the goods @breadsbakery ?,2017-09-07T02:22:17.000Z,Thursday,281000,452,0,False,https://www.instagram.com/p/BYuQ4X_l1A-/?taken-by=eatingnyc,1,2685,3186,night
